_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
3623673,23725,BP-20941,5,Benson Ave,Wychwood Ave,West,Ln S Hocken E Wychwood,West,NA,12,NA,Ring,Existing,0,311021.844,4837828.389,-79.422832183,43.680376884,"c(-79.4228321846199, 43.6803768879804)"
3623674,23726,BP-20942,573,Christie St,Christie St,East,Benson Ave,South,NA,12,NA,Ring,Existing,0,310868.116,4837738.801,-79.424739842,43.67957175,"c(-79.4247398369555, 43.6795717501355)"
3623675,23728,BP-21079,1,Queen St E,Queen St E,South,Yonge St,East,NA,13,Downtown Yonge,Ring,Existing,0,314564.662,4834726.565,-79.378947785,43.652418284,"c(-79.3789477895975, 43.652418281935)"
3623676,23729,BP-20979,5,Benson Ave,Wychwood Ave,West,Ln S Hocken E Wychwood,West,NA,12,NA,Ring,Existing,0,311017.931,4837831.493,-79.422880682,43.680404858,"c(-79.4228806806493, 43.6804048607855)"
3623677,23730,BP-20988,379,St Clair Ave W,St Clair Ave W,South,Wells Hill Ave,East,NA,12,NA,Ring,Existing,0,311626.697,4838183.734,-79.415325865,43.68357014,"c(-79.4153258689928, 43.6835701450321)"
3623678,23731,BP-35941,331,Carlaw Ave,Carlaw Ave,East,Dundas St E,South,NA,14,NA,Ring,Existing,0,317592.159,4836073.048,-79.341384224,43.664492494,"c(-79.3413842269171, 43.6644924934554)"
3623679,23732,BP-35943,30,Bridgman Ave,Bridgman Ave,North,Howland Ave,West,NA,12,Dupont by the Castle,Ring,Existing,0,311827.047,4837212.211,-79.412853506,43.674823296,"c(-79.4128535120269, 43.6748233021072)"
3623680,23733,BP-35969,451,Christie St,Davenport Rd,South,Christie St,East,NA,12,NA,Ring,Existing,0,311024.928,4837293.656,-79.422800103,43.675563566,"c(-79.4228001059625, 43.6755635649137)"
3623681,23734,BP-33846,95,Regal Rd,Regal Rd,South,Westmount Ave,South,NA,09,NA,Ring,Existing,0,309616.142,4837141.302,-79.440272843,43.674202642,"c(-79.4402728430043, 43.6742026422742)"
3623682,23735,BP-33876,1985,Danforth Ave,East Lynn Ave,East,Danforth Ave,South,NA,19,THE DANNY Danforth Mosaic,Ring,Existing,0,319703.659,4838356.064,-79.315139829,43.685003219,"c(-79.315139835095, 43.6850032240068)"
3623683,23737,BP-33901,794,Gerrard St E,Logan Ave,East,Gerrard St E,North,NA,14,NA,Ring,Existing,0,317288.92,4836379.416,-79.345137118,43.667255361,"c(-79.3451371216139, 43.6672553602878)"
3623684,23738,BP-33904,235 1/2,Broadview Ave,Dundas St E,South,Broadview Ave,East,NA,14,NA,Ring,Existing,0,316809.042,4835842.318,-79.351099553,43.662428682,"c(-79.3510995491669, 43.6624286822151)"
3623685,23739,BP-33926,728,Gerrard St E,Gerrard St E,North,De Grassi St,East,NA,14,NA,Ring,Existing,0,317076.194,4836302.081,-79.347776684,43.666562787,"c(-79.3477766784939, 43.6665627875765)"
3623686,23740,BP-33935,227A,Broadview Ave,Broadview Ave,East,Dundas St E,South,NA,14,NA,Ring,Existing,0,316807.312,4835808.157,-79.351121758,43.662121217,"c(-79.35112175927, 43.6621212163319)"
3623687,23741,BP-33955,9,Davies Ave,Thompson St,South,Davies Ave,East,NA,14,NA,Ring,Existing,0,316620.281,4835435.012,-79.353448908,43.658765419,"c(-79.3534489124946, 43.6587654169656)"
3623688,23742,BP-35979,183,Front St E,Front St E,South,Princess St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315543.176,4834520.367,-79.366821314,43.650548733,"c(-79.366821314257, 43.6505487354902)"
3623689,23743,BP-36833,543,Richmond St W,Richmond St W,South,Portland St,West,NA,10,NA,Ring,Existing,0,312751.595,4834104.683,-79.401433444,43.646842091,"c(-79.4014334426543, 43.6468420964426)"
3623690,23744,BP-36019,221,Front St E,Front St E,South,Princess St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315641.118,4834549.338,-79.365606593,43.650808087,"c(-79.3656065898075, 43.6508080922571)"
3623691,23745,BP-36041,1616,Queen St W,Queen St W,North,Callender St,East,NA,04,Parkdale Village,Ring,Existing,0,309480.409,4833296.383,-79.441989454,43.639594061,"c(-79.4419894562636, 43.6395940616514)"
3623692,23746,BP-36048,1336,Queen St W,Queen St W,North,Elm Grove Ave,West,NA,04,Parkdale Village,Ring,Existing,0,310298.856,4833523.609,-79.431843051,43.641633804,"c(-79.4318430467746, 43.6416338093206)"
3623693,23747,BP-36070,1416,Queen St W,Queen St W,North,Dunn Ave,West,NA,04,Parkdale Village,Ring,Existing,0,310054.471,4833455.212,-79.434872797,43.641019906,"c(-79.4348728011754, 43.6410199084735)"
3623694,23748,BP-33962,629,Queen St E,Queen St E,South,Carroll St,West,NA,14,Riverside District,Ring,Existing,0,316675.196,4835365.741,-79.352769582,43.658141008,"c(-79.3527695870323, 43.6581410117315)"
3623695,23749,BP-33971,3,Woodmount Ave,Woodmount Ave,East,Ln N Danforth W Woodbine,South,NA,19,THE DANNY Danforth Mosaic,Ring,Existing,0,319690.437,4838402.415,-79.315302558,43.685420708,"c(-79.3153025555947, 43.6854207064844)"
3623696,23750,BP-33975,1237D,Woodbine Ave,Woodbine Ave,East,Dunkirk Rd,South,NA,19,NA,Ring,Existing,0,319640.1,4839263.19,-79.315903219,43.693169765,"c(-79.3159032240548, 43.6931697673759)"
3623697,23751,BP-33979,47,Woodmount Ave,Wolverleigh Blvd,North,Woodmount Ave,West,NA,19,NA,Ring,Existing,0,319606.231,4838551.112,-79.316342934,43.686760843,"c(-79.3163429380053, 43.6867608494719)"
3623698,23752,BP-33984,47,Woodmount Ave,Wolverleigh Blvd,North,Woodmount Ave,West,NA,19,NA,Ring,Existing,0,319605.11,4838550.728,-79.316356856,43.686757416,"c(-79.3163568534072, 43.6867574153287)"
3623699,23753,BP-34052,1728,Bloor St W,Bloor St W,North,Indian Grv,East,NA,04,Bloor By The Park,Ring,Existing,0,308146.853,4835019.479,-79.458507315,43.655111467,"c(-79.4585073121503, 43.6551114680368)"
3623700,23754,BP-34062,1680,Bloor St W,Bloor St W,North,Indian Grv,East,NA,04,Bloor By The Park,Ring,Existing,0,308188.522,4835032.045,-79.45799064,43.655224392,"c(-79.4579906410401, 43.6552243903432)"
3623701,23756,BP-34096,1558A,Bloor St W,Bloor St W,North,Alhambra Ave,East,NA,04,Bloor By The Park,Ring,Existing,0,308549.454,4835138.849,-79.453515225,43.656184033,"c(-79.4535152295893, 43.6561840385525)"
3623702,23757,BP-31986,80,Winchester St,Winchester St,North,Metcalfe St,East,NA,13,NA,Ring,Existing,0,315533.686,4836270.055,-79.366904168,43.66629838,"c(-79.366904173634, 43.6662983815517)"
3623703,23758,BP-31989,519,Parliament St,Parliament St,East,Aberdeen Ave,North,NA,13,Cabbagetown,Ring,Existing,0,315425.762,4836150.083,-79.368244767,43.665220025000004,"c(-79.3682447707862, 43.6652200263042)"
3623704,23759,BP-31999,80,Winchester St,Winchester St,North,Metcalfe St,East,NA,13,NA,Ring,Existing,0,315529.902,4836268.856,-79.366951113,43.666287645,"c(-79.366951118284, 43.6662876435998)"
3623705,23760,BP-32003,555,Parliament St,Parliament St,East,Lancaster Ave,North,NA,13,Cabbagetown,Ring,Existing,0,315380.004,4836302.853,-79.368809156,43.666595808,"c(-79.3688091556004, 43.6665958094564)"
3623706,23761,BP-32007,518,Parliament St,Winchester St,South,Parliament St,West,NA,13,Cabbagetown,Ring,Existing,0,315387.206,4836209.683,-79.368721681,43.665757053,"c(-79.368721679529, 43.6657570546304)"
3623707,23763,BP-44556,2401,Lake Shore Blvd W,Lake Shore Blvd W,East,Superior Ave,South,NA,03,Mimico By The Lake,Ring,Existing,0,305715.759,4830531.321,-79.488654453,43.614718789,"c(-79.4886544582987, 43.6147187938519)"
3623708,23764,BP-36795,1003,Bloor St W,Bloor St W,South,Westmoreland Ave,South,NA,09,Bloorcourt Village,Ring,Existing,0,310418.528,4835662.11,-79.430337499,43.660882319,"c(-79.4303374977212, 43.6608823182924)"
3623709,23765,BP-36806,1071,Bloor St W,Bloor St W,South,Bartlett Ave,South,NA,09,Bloorcourt Village,Ring,Existing,0,310214.562,4835600.353,-79.432867035,43.660327936,"c(-79.4328670307644, 43.6603279357447)"
3623710,23766,BP-36809,533C,Gladstone Ave,Bloor St W,South,Gladstone Ave,East,NA,09,Bloorcourt Village,Ring,Existing,0,310163.685,4835585.004,-79.433497981,43.660190139,"c(-79.4334979862298, 43.6601901428938)"
3623711,23767,BP-36812,1093,Bloor St W,Gladstone Ave,East,Bloor St W,South,NA,09,Bloorcourt Village,Ring,Existing,0,310153.3,4835544.853,-79.433627145,43.659828805,"c(-79.4336271434021, 43.659828804923)"
3623712,23768,BP-36815,1101A,Bloor St W,Bloor St W,South,Gladstone Ave,South,NA,09,Bloorcourt Village,Ring,Existing,0,310120.69,4835571.708,-79.434031198,43.660070769,"c(-79.4340311933535, 43.6600707699523)"
3623713,23769,BP-33750,1007,Eglinton Ave W,Eglinton Ave W,South,Menin Rd,East,NA,12,Upper Village,Ring,Existing,0,310312.048,4839963.872,-79.431613747,43.699604593,"c(-79.4316137455437, 43.6996045985478)"
3623714,23770,BP-33745,977,Eglinton Ave W,Eglinton Ave W,South,Camberwell Rd,West,NA,12,Upper Village,Ring,Existing,0,310437.19,4840001.968,-79.430060745,43.699946566,"c(-79.4300607504441, 43.6999465717641)"
3623715,23771,BP-33718,1400,Eglinton Ave W,Eglinton Ave W,North,Atlas Ave,West,NA,08,NA,Ring,Existing,0,309748.958,4839816.391,-79.438601174,43.698281047,"c(-79.4386011774089, 43.6982810469317)"
3623716,23772,BP-33746,989,Eglinton Ave W,Eglinton Ave W,South,Glen Cedar Rd,East,NA,12,Upper Village,Ring,Existing,0,310411.38,4839994.375,-79.430381043,43.699878416,"c(-79.4303810477051, 43.6998784205513)"
3623717,23773,BP-41572,214,Wellington St W,John St,East,Mercer St,South,NA,10,Toronto Entertainment District,Ring,Existing,0,313730.079,4833988.026,-79.389306283,43.645780925,"c(-79.3893062783631, 43.6457809243344)"
3623718,23774,BP-41555,200,Wellington St W,Wellington St W,North,Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313880.619,4833983.394,-79.387440327,43.645737405,"c(-79.3874403255306, 43.6457374079452)"
3623719,23775,BP-40039,415,King St W,King St W,South,Spadina Ave,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313307.113,4833955.287,-79.394549709,43.645491187,"c(-79.3945497038753, 43.6454911855661)"
3623720,23777,BP-40092,25,Oxley St,Oxley St,South,Charlotte St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313328.188,4834055.553,-79.394286891,43.646393473,"c(-79.3942868855106, 43.6463934739503)"
3623721,23778,BP-40079,370,Richmond St W,Richmond St W,North,Jack Cooper Lane,South,NA,10,Toronto Entertainment District,Ring,Existing,0,313338.905,4834262.953,-79.394150761,43.64826023,"c(-79.3941507625256, 43.6482602311718)"
3623722,23780,BP-40068,400,King St W,King St W,North,Ln W Peter S Adelaide,South,NA,10,Toronto Entertainment District,Ring,Existing,0,313429.954,4834006.088,-79.393026212,43.645947043,"c(-79.3930262139567, 43.6459470485717)"
3623723,23781,BP-40082,388,Richmond St W,Richmond St W,North,Jack Cooper Lane,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313274.298,4834244.544,-79.394951931,43.648095265,"c(-79.3949519256979, 43.6480952640807)"
3623724,23782,BP-23068,300,Victoria St,Gould St,South,Victoria St,West,NA,13,Downtown Yonge,Rack,Existing,0,314444.971,4835296.286,-79.380421421,43.657548093,"c(-79.3804214165065, 43.6575480927914)"
3623725,23783,BP-23071,38,Elm St,Elm St,North,Ln E Bay S Elm,East,NA,11,Downtown Yonge,Ring,Existing,0,314214.538,4835302.312,-79.383278215,43.657605288,"c(-79.3832782194238, 43.657605287591)"
3623726,23784,BP-23086,1310,Bloor St W,Lansdowne Ave,East,Bloor St W,North,NA,09,Bloordale Village,Ring,Existing,0,309426.097,4835395.873,-79.442644642,43.658492666,"c(-79.4426446369724, 43.6584926642847)"
3623727,23785,BP-23093,582,Lansdowne Ave,Paton Rd,South,Lansdowne Ave,West,NA,09,NA,Ring,Existing,0,309334.323,4835622.355,-79.443780565,43.660531871,"c(-79.4437805684369, 43.6605318715732)"
3623728,23787,BP-23112,1528,Dupont St,Dupont St,North,Ln E Perth S Dupont,North,NA,09,NA,Ring,Existing,0,308675.602,4836189.77,-79.451943734,43.665643089,"c(-79.4519437349659, 43.6656430906917)"
3623729,23788,BP-23145,108,Gladstone Ave,Gladstone Ave,West,Waterloo Ave,North,NA,09,NA,Ring,Existing,0,310557.044,4834036.051,-79.428637418,43.646244535,"c(-79.4286374131262, 43.6462445337805)"
3623730,23789,BP-23151,102,Gladstone Ave,Gladstone Ave,West,Waterloo Ave,North,NA,09,NA,Ring,Existing,0,310566.984,4833991.968,-79.42851467,43.645847648,"c(-79.4285146705254, 43.645847649794)"
3623731,23790,BP-23165,1214,Queen St W,Gladstone Ave,East,Ln N Queen E Gladstone,South,NA,09,West Queen West,Ring,Existing,0,310679.769,4833652.748,-79.427120324,43.642793323,"c(-79.4271203233131, 43.6427933244502)"
3623732,23791,BP-23185,2,Beaconsfield Ave,Queen St W,North,Beaconsfield Ave,West,NA,09,West Queen West,Ring,Existing,0,310852.321,4833678.085,-79.424981264,43.64302001,"c(-79.4249812610254, 43.6430200085152)"
3623733,23792,BP-23186,1142,Queen St W,Queen St W,North,Abell St,North,NA,09,West Queen West,Ring,Temporarily Removed,0,310906.199,4833693.277,-79.424313268,43.643156314,"c(-79.42431327015, 43.6431563170542)"
3623734,23793,BP-23194,1122,Queen St W,Queen St W,North,Lisgar St,East,NA,09,West Queen West,Ring,Existing,0,310974.148,4833712.211,-79.423470828,43.643326182,"c(-79.4234708223093, 43.643326188164)"
3623735,23794,BP-33855,95,Regal Rd,Regal Rd,South,Westmount Ave,East,NA,09,NA,Ring,Existing,0,309634.129,4837143.514,-79.440049757,43.674222435,"c(-79.4400497583745, 43.6742224364231)"
3623736,23795,BP-33858,89,Regal Rd,Regal Rd,South,Westmount Ave,East,NA,09,NA,Ring,Existing,0,309637.232,4837144.491,-79.440011269,43.674231206,"c(-79.4400112679149, 43.6742312105234)"
3623737,23797,BP-33896,227A,Broadview Ave,Broadview Ave,East,Ln W Broadview N Kintyre,East,NA,14,NA,Ring,Existing,0,316810.394,4835799.11,-79.351083749,43.66203973,"c(-79.3510837470726, 43.6620397316845)"
3623738,23798,BP-33898,799,Gerrard St E,Gerrard St E,South,Ln 1 S Gerrard W Logan,North,NA,14,NA,Ring,Existing,0,317245.444,4836340.871,-79.345677117,43.666909131,"c(-79.345677111899, 43.666909134163)"
3623739,23799,BP-33900,235 1/2,Broadview Ave,Broadview Ave,East,Dundas St E,South,NA,14,NA,Ring,Existing,0,316800.792,4835828.663,-79.351202143,43.6623059,"c(-79.3512021443794, 43.6623059024963)"
3623740,23800,BP-33911,362,Broadview Ave,Broadview Ave,West,Gerrard St E,South,NA,14,NA,Ring,Existing,0,316684.667,4836158.604,-79.352634713,43.665277665,"c(-79.3526347092783, 43.6652776689261)"
3623741,23801,BP-33936,705,Queen St E,Broadview Ave,West,Queen St E,South,NA,14,Riverside District,Ring,Existing,0,316909.53,4835429.032,-79.349862876,43.658706932,"c(-79.3498628701318, 43.6587069353329)"
3623742,23802,BP-33940,223,Broadview Ave,Broadview Ave,East,Ln W Broadview N Kintyre,East,NA,14,NA,Ring,Existing,0,316813.815,4835787.53,-79.351041583,43.661935438,"c(-79.3510415881259, 43.6619354412217)"
3623743,23803,BP-33954,629,Queen St E,Queen St E,South,Carroll St,West,NA,14,Riverside District,Ring,Existing,0,316678.277,4835367.001,-79.352731363,43.658152302,"c(-79.3527313607495, 43.6581523041896)"
3623744,23804,BP-35975,184,Front St E,Front St E,North,Princess St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315533.453,4834534.689,-79.36694156,43.65067779,"c(-79.3669415613231, 43.6506777929907)"
3623745,23806,BP-35998,31,Princess St,Princess St,East,Nicholson Lane,South,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315588.605,4834457.191,-79.366259418,43.649979407,"c(-79.3662594131809, 43.6499794095493)"
3623746,23807,BP-36015,311,King St E,King St E,South,Princess St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315547.543,4834628.542,-79.36676502,43.651522389,"c(-79.3667650260357, 43.6515223919192)"
3623747,23808,BP-36018,501,Adelaide St E,Adelaide St E,South,Pompadour Lane,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315640.503,4834761.9,-79.365609942,43.65272144,"c(-79.3656099473848, 43.6527214428455)"
3623748,23809,BP-36032,236,King St E,King St E,North,Sherbourne St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315463.18,4834618.27,-79.367811061,43.651431142,"c(-79.3678110560025, 43.6514311443346)"
3623749,23810,BP-36047,1486,Queen St W,Queen St W,North,Jameson Ave,West,NA,04,Parkdale Village,Ring,Existing,0,309834.522,4833393.647,-79.437599556,43.640467256,"c(-79.4375995585149, 43.6404672596742)"
3623750,23811,BP-36053,1312,Queen St W,Queen St W,North,Elm Grove Ave,East,NA,04,Parkdale Village,Ring,Existing,0,310362.546,4833542.116,-79.431053439,43.641799925,"c(-79.4310534351122, 43.6417999242604)"
3623751,23812,BP-36061,1380,Queen St W,Queen St W,North,Cowan Ave,West,NA,04,Parkdale Village,Ring,Existing,0,310174.822,4833489.134,-79.43338076,43.641324392,"c(-79.4333807592296, 43.6413243933724)"
3623752,23814,BP-33966,11,Elm Ave,Elm Ave,South,Mount Pleasant Rd,East,NA,11,NA,Ring,Existing,0,314518.172,4837196.756,-79.379479653,43.674653874,"c(-79.3794796502357, 43.6746538718499)"
3623753,23815,BP-33980,271,Gledhill Ave,Gledhill Ave,East,Barker Ave,North,NA,19,NA,Ring,Existing,0,319934.473,4839514.864,-79.312244377,43.695429202,"c(-79.3122443726299, 43.6954292066621)"
3623754,23816,BP-33997,468,Huron St,Huron St,West,Ln S Bloor E Huron,North,NA,11,NA,Ring,Existing,0,312752.039,4836309.505,-79.401395472,43.666688436,"c(-79.4013954688006, 43.6666884394627)"
3623755,23817,BP-33998,420,Huron St,Huron St,West,Ln S Bloor E Huron,West,NA,11,NA,Ring,Existing,0,312752.494,4836301.133,-79.401389951,43.666613074,"c(-79.401389950215, 43.6666130755261)"
3623756,23818,BP-34007,420,Huron St,Huron St,West,Ln S Bloor E Huron,West,NA,11,NA,Ring,Existing,0,312751.668,4836304.025,-79.401400153,43.666639111,"c(-79.4014001498994, 43.666639116185)"
3623757,23819,BP-34009,468,Huron St,Huron St,West,Bloor St W,South,NA,11,NA,Ring,Existing,0,312749.581,4836314.097,-79.401425878,43.666729794,"c(-79.4014258800841, 43.6667297998207)"
3623758,23820,BP-34025,245,Dupont St,Dupont St,South,Spadina Rd,East,NA,11,Dupont by the Castle,Ring,Existing,0,312332.635,4837216.433,-79.406583376,43.674856356,"c(-79.4065833708099, 43.6748563536081)"
3623759,23821,BP-34042,245,Dupont St,Dupont St,South,Spadina Rd,East,NA,11,Dupont by the Castle,Ring,Existing,0,312330.362,4837211.973,-79.406611626,43.674816227,"c(-79.4066116218373, 43.6748162307952)"
3623760,23822,BP-34074,1750,Bloor St W,Bloor St W,North,Indian Grv,West,NA,04,Bloor By The Park,Ring,Existing,0,308072.509,4835000.033,-79.459429117,43.654936757,"c(-79.4594291112309, 43.6549367585776)"
3623761,23823,BP-34087,1621,Bloor St W,Bloor St W,South,Ln W Alhambra S Bloor,West,NA,04,Bloor By The Park,Ring,Existing,0,308396.752,4835074.785,-79.455408817,43.655608124,"c(-79.4554088160135, 43.6556081302321)"
3623762,23824,BP-34090,1660,Bloor St W,Bloor St W,North,Indian Rd,West,NA,04,Bloor By The Park,Ring,Existing,0,308249.057,4835049.336,-79.45724004,43.655379749,"c(-79.4572400453304, 43.6553797544452)"
3623763,23825,BP-31972,83,Lynd Ave,Ln S Dundas E Lynd,East,Lynd Ave,East,NA,04,NA,Ring,Existing,0,308978.211,4834651.59,-79.448203386,43.651795764,"c(-79.4482033819602, 43.651795763687)"
3623764,23826,BP-35619,8,Bay St,Queens Quay W,North,Bay St,West,NA,10,The Waterfront,Ring,Existing,0,314672.688,4833457.24,-79.377631797,43.640991217,"c(-79.3776317937387, 43.6409912217567)"
3623765,23827,BP-35626,10,Bay St,Bay St,West,Queens Quay W,North,NA,10,The Waterfront,Ring,Existing,0,314709.198,4833506.551,-79.377178366,43.641434602,"c(-79.377178363018, 43.6414346022841)"
3623766,23828,BP-35629,8,Bay St,Queens Quay W,North,Harbour Sq,East,NA,10,The Waterfront,Ring,Existing,0,314750.793,4833494.397,-79.376663028,43.641324641,"c(-79.3766630300265, 43.6413246447448)"
3623767,23829,BP-35644,15,Market St,Market St,East,The Esplanade,North,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315143.274,4834275.107,-79.371783416,43.648346732,"c(-79.3717834168646, 43.64834673474)"
3623768,23830,BP-35650,133,Wilton St,Wilton St,South,George St S,East,NA,10,St. Lawrence Market Neighbourhood,Ring,Existing,0,315369.259,4834254.44,-79.368982485,43.648157524,"c(-79.3689824886167, 43.6481575277213)"
3623769,23831,BP-35653,105,Front St E,Lower Jarvis St,East,Jarvis St,South,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315186.057,4834376.432,-79.371251123,43.6492582,"c(-79.3712511263503, 43.6492581995581)"
